(ruAA-) ПРОМСВЯЗЬБАНК
(ruAA-) РОСЕВРОБАНК
(ruAA-) СВЯЗЬ-БАНК
(ruAA-) ФК ОТКРЫТИЕ
(ruA+) ПЕРЕСВЕТ
(ruA) ЗАПСИБКОМБАНК
(ruA) ХАНТЫ-МАНСИЙСКИЙ БАНК ОТКРЫТИЕ
(ruA-) ИНГОССТРАХ БАНК
(ruA-) СОВКОМБАНК
(ruBBB+) АЛЬБА АЛЬЯНС
(ruBBB+) КРАЙИНВЕСТБАНК
(ruBBB+) НАЦИОНАЛЬНЫЙ СТАНДАРТ
(ruBBB+) НФК
(ruBBB+) ТАТФОНДБАНК
(ruBBB+) ЦЕНТРОКРЕДИТ
(ruBBB) БАНК БФА
(ruBBB) БИНБАНК
(ruBBB) МЕЖТОПЭНЕРГОБАНК
(ruBBB-) БАНК ИННОВАЦИЙ И РАЗВИТИЯ
(ruBBB-) БИНБАНК
(ruBBB-) МБСП
(ruBBB-) ОБРАЗОВАНИЕ
(ruBBB-) РАЗВИТИЕ-СТОЛИЦА
(ruBBB-) РЕНЕССАНС КРЕДИТ
(ruBBB-) УБРИР
(ruBB-) РУССКИЙ СТАНДАРТ
(ruD) ИНТЕРКОММЕРЦ
(R) ИНВЕСТТОРГБАНК
(R) НОТА-БАНК
Сортировка по позиции в рейтинге на дату: 01 Июня 2016 г. (обновление по состоянию на 16 Июня 2016 г.)
(ruAA+) АЙСИБИСИ БАНК
(ruAA+) БНП ПАРИБА БАНК
 (ruAA+) ВТБ
(ruAA+) ГПБ
(ruAA+) ОГНИ МОСКВЫ
(ruAA+) РАЙФФАЙЗЕНБАНК
(ruAA+) РУСФИНАНС БАНК
(ruAA+) СМБСР БАНК
(ruAA+) ЭМ-Ю-ЭФ-ДЖИ ЕВРАЗИЯ
(ruAA) АЛЬФА-БАНК
(ruAA-) ВОЗРОЖДЕНИЕ
(ruAA-) ГЛОБЭКС
(ruAA-) МОСКОВСКИЙ КРЕДИТНЫЙ БАНК
(ruAA-) ПРОМСВЯЗЬБАНК
(ruAA-) РОСЕВРОБАНК
(ruAA-) СВЯЗЬ-БАНК
(ruAA-) ФК ОТКРЫТИЕ
(ruA+) ПЕРЕСВЕТ
(ruA) ЗАПСИБКОМБАНК
(ruA) ХАНТЫ-МАНСИЙСКИЙ БАНК ОТКРЫТИЕ
(ruA-) ИНГОССТРАХ БАНК
(ruA-) СОВКОМБАНК
(ruBBB+) АЛЬБА АЛЬЯНС
(ruBBB+) БИНБАНК
(ruBBB+) КРАЙИНВЕСТБАНК
(ruBBB+) НАЦИОНАЛЬНЫЙ СТАНДАРТ
(ruBBB+) НФК
(ruBBB+) ТАТФОНДБАНК
(ruBBB+) ЦЕНТРОКРЕДИТ
(ruBBB) БАНК БФА
(ruBBB) МЕЖТОПЭНЕРГОБАНК
(ruBBB-) БАНК ИННОВАЦИЙ И РАЗВИТИЯ
(ruBBB-) БИНБАНК
(ruBBB-) МБСП
(ruBBB-) ОБРАЗОВАНИЕ
(ruBBB-) РАЗВИТИЕ-СТОЛИЦА
(ruBBB-) РЕНЕССАНС КРЕДИТ
(ruBBB-) УБРИР
(ruBB-) РУССКИЙ СТАНДАРТ
(ruD) ИНТЕРКОММЕРЦ
(R) ИНВЕСТТОРГБАНК
(R) НОТА-БАНК
Сортировка по позиции в рейтинге на дату: 01 Мая 2016 г. (обновление по состоянию на 19 Мая 2016 г.)
(ruAA+) АЙСИБИСИ БАНК
(ruAA+) БНП ПАРИБА БАНК
 (ruAA+) ВТБ
(ruAA+) ГПБ
(ruAA+) ОГНИ МОСКВЫ
(ruAA+) РАЙФФАЙЗЕНБАНК
(ruAA+) РУСФИНАНС БАНК
(ruAA+) СМБСР БАНК
(ruAA+) ЭМ-Ю-ЭФ-ДЖИ ЕВРАЗИЯ
(ruAA) АЛЬФА-БАНК
(ruAA-) ВОЗРОЖДЕНИЕ
(ruAA-) ГЛОБЭКС
(ruAA-) МОСКОВСКИЙ КРЕДИТНЫЙ БАНК
(ruAA-) ПРОМСВЯЗЬБАНК
(ruAA-) РОСЕВРОБАНК
(ruAA-) СВЯЗЬ-БАНК
(ruAA-) ФК ОТКРЫТИЕ
(ruA+) ПЕРЕСВЕТ
(ruA) ЗАПСИБКОМБАНК
(ruA) ХАНТЫ-МАНСИЙСКИЙ БАНК ОТКРЫТИЕ
(ruA-) ИНГОССТРАХ БАНК
(ruA-) СОВКОМБАНК
(ruBBB+) АЛЬБА АЛЬЯНС
(ruBBB+) БАНК БФА
(ruBBB+) БИНБАНК
(ruBBB+) КРАЙИНВЕСТБАНК
(ruBBB+) НАЦИОНАЛЬНЫЙ СТАНДАРТ
(ruBBB+) НФК
(ruBBB+) ТАТФОНДБАНК
(ruBBB+) ЦЕНТРОКРЕДИТ
(ruBBB) МЕЖТОПЭНЕРГОБАНК
(ruBBB-) БАНК ИННОВАЦИЙ И РАЗВИТИЯ
(ruBBB-) БИНБАНК
(ruBBB-) МБСП
